test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 4,4,14,"If the least common multiple of 9, 10, 12, and v is 540, which of the following could be v ?","If the least common multiple of 9, 10, 12, and v is 540, which of the following could be v ?",A. 18 | B. 24 | C. 27 | D. 36 | E. 45,18,24,27,36,45,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test104.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 4,4,15,"The equation y = ax b + c produces the following ( x , y ) coordinate pairs: (0, 2), (1, 7), and (2, 42) . What is the value of abc ?","The equation y = ax b + c produces the following ( x , y ) coordinate pairs: (0, 2), (1, 7), and (2, 42) . What is the value of abc ?",F. 10 | G. 20 | H. 30 | J. 40 | K. 60,,,,,,10,20,30,40,60,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test104.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,1,"Jackson worked 25 hours and received $225. At the same rate of pay, how much would he make if he worked 40 hours?","Jackson worked 25 hours and received $225. At the same rate of pay, how much would he make if he worked 40 hours?",A. $300 | B. $325 | C. $350 | D. $360 | E. $400,$300,$325,$350,$360,$400,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,2,"What is the missing number in the sequence 1, 5, 10, 16, 23, 31, __?","What is the missing number in the sequence 1, 5, 10, 16, 23, 31, __?",F. 37 | G. 38 | H. 39 | J. 40 | K. 41,,,,,,37,38,39,40,41,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,3,"If x = 6 and y = –2, what is the value of 3 xy + 2 x 2 – y 3 ?","If x = 6 and y = –2, what is the value of 3 xy + 2 x 2 – y 3 ?",A. 44 | B. 48 | C. 50 | D. 52 | E. 56,44,48,50,52,56,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,4,"Noreen recently took a job helping people register to vote. The job has a mandatory 10-day period of probation during which her success rate is strictly monitored. On her first day, she registered 30 people. Then, for each of the next 9 days, she registered 4 more people than she did on the previous day. How many people did she register altogether during her probationary period?","Noreen recently took a job helping people register to vote. The job has a mandatory 10-day period of probation during which her success rate is strictly monitored. On her first day, she registered 30 people. Then, for each of the next 9 days, she registered 4 more people than she did on the previous day. How many people did she register altogether during her probationary period?",F. 300 | G. 340 | H. 480 | J. 560 | K. 600,,,,,,300,340,480,560,600,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,5,"In the following figure, the circle centered at n has a radius of 4. What is the area of the shaded region?","In the following figure, the circle centered at n has a radius of 4. What is the area of the shaded region?",A. 3 π | B. 6 π | C. 9 π | D. 12 π | E. 16 π,3 π,6 π,9 π,12 π,16 π,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,6,"Tara’s three bowling scores in a tournament were 167, 178, and 186. What was her average score for the tournament?","Tara’s three bowling scores in a tournament were 167, 178, and 186. What was her average score for the tournament?",F. 176 | G. 177 | H. 178 | J. 179 | K. 180,,,,,,176,177,178,179,180,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,7,What is the value of k if ?,What is the value of k if ?,A. 0.2 | B. 2 | C. 2.2 | D. 2.8 | E. 4.7,0.2,2,2.2,2.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,8,Which of the following is equivalent to –8( x – 2) < 3 x – 6?,Which of the following is equivalent to –8( x – 2) < 3 x – 6?,F. x < 2 | G. x > 2 | H. x ≥ –2 | J. x < –2 | K. x > –2,,,,,,x < 2,x > 2,x ≥ –2,x < –2,x > –2,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,9,How many different positive integers are factors of both 28 and 42?,How many different positive integers are factors of both 28 and 42?,A. 1 | B. 2 | C. 3 | D. 4 | E. More than 4,1,2,3,4,More than 4,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,10,"What is the slope of a line that includes the points (–4, 1) and (10, –6)?","What is the slope of a line that includes the points (–4, 1) and (10, –6)?",F. 2 | J. K.,,,,,,2,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,11,"If 3 x + 5 y = 4, which of the following is equivalent to the expression (6 x + 10 y )(100 x + 100 y )?","If 3 x + 5 y = 4, which of the following is equivalent to the expression (6 x + 10 y )(100 x + 100 y )?","A. 100 x + 100 y | B. 200 x + 200 y | C. 400 x + 400 y | D. 800 x + 800 y | E. 1,600 x + 1,600 y",100 x + 100 y,200 x + 200 y,400 x + 400 y,800 x + 800 y,"1,600 x + 1,600 y",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,12,What is the value of x if x 2 – 5 x – 14 = 0 and x > 0?,What is the value of x if x 2 – 5 x – 14 = 0 and x > 0?,F. 2 | G. 4 | H. 5 | J. 7 | K. 9,,,,,,2,4,5,7,9,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,13,"If , then n =","If , then n =",A. 6 | B. 7 | C. 9 | D. 11 | E. 13,6,7,9,11,13,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,14,"If the height of an equilateral triangle is 9, what is its area?","If the height of an equilateral triangle is 9, what is its area?",F. 27 | G. 54 | H. 81 | J. K.,,,,,,27,54,81,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 5,5,15,"In the following figure, what is the value of y in terms of x ?","In the following figure, what is the value of y in terms of x ?",A. x + 80 | B. 80 – x | C. x + 100 | D. x – 100 | E. 100 – x,x + 80,80 – x,x + 100,x – 100,100 – x,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test105.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,1,"If 15% of n is 300, what is 22% of n ?","If 15% of n is 300, what is 22% of n ?",F. 400 | G. 440 | H. 480 | J. 525 | K. 550,,,,,,400,440,480,525,550,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,2,"What is the formula of a line that is perpendicular to and includes the point (3, 4)?","What is the formula of a line that is perpendicular to and includes the point (3, 4)?",C. y = 3 x + 5 | D. y = –3 x + 5 | E. y = –3 x + 13,,,y = 3 x + 5,y = –3 x + 5,y = –3 x + 13,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,3,Two values of m satisfy the equation |5 m – 11| – 3 m = 9. What is the result when you multiply these two values together?,Two values of m satisfy the equation |5 m – 11| – 3 m = 9. What is the result when you multiply these two values together?,F. 2.5 | G. 2.75 | H. 3.2 | J. 3.75 | K. 4.25,,,,,,2.5,2.75,3.2,3.75,4.25,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,4,"In the following figure, what is the midpoint of ?","In the following figure, what is the midpoint of ?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,5,"If f ( x ) = x 2 + 9 and g ( x ) = 24 + 4 x, what is the value of ?","If f ( x ) = x 2 + 9 and g ( x ) = 24 + 4 x, what is the value of ?",F. 0.75 | G. 0.8 | H. 1.2 | J. 1.25 | K. 1.75,,,,,,0.75,0.8,1.2,1.25,1.75,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,6,"In the following figure, what is the value of x in terms of y ?","In the following figure, what is the value of x in terms of y ?",A. 10 y | B. 10 y 2 | D. E.,10 y,10 y 2,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,7,"Two variables, v and w, are inversely proportional such that when v = 7, w = 14. What is the value of w when v = 2?","Two variables, v and w, are inversely proportional such that when v = 7, w = 14. What is the value of w when v = 2?",F. 1 | G. 4 | H. 14 | J. 28 | K. 49,,,,,,1,4,14,28,49,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,8,"The ratio of adults to girls to boys on a class field trip was 1:4:5. If the trip included 6 more boys than girls, how many adults were with the group?","The ratio of adults to girls to boys on a class field trip was 1:4:5. If the trip included 6 more boys than girls, how many adults were with the group?",A. 3 | B. 4 | C. 6 | D. 8 | E. 12,3,4,6,8,12,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,9,"In the following figure, line a and line b are parallel and pass through the points shown. What is the equation for line b ?","In the following figure, line a and line b are parallel and pass through the points shown. What is the equation for line b ?",J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,10,"A bag contains 7 black socks, 12 white socks, and 17 red socks. If you pick one sock at random from the bag, what is the probability that it will NOT be white?","A bag contains 7 black socks, 12 white socks, and 17 red socks. If you pick one sock at random from the bag, what is the probability that it will NOT be white?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,11,"If , then","If , then",J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,12,"If pq = 3, then p 3 q 4 + p 4 q 5 =","If pq = 3, then p 3 q 4 + p 4 q 5 =",A. 12 q | B. 7 p + 9 q | C. 12 p + 20 q | D. 96 p | E. 108 q,12 q,7 p + 9 q,12 p + 20 q,96 p,108 q,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,13,"Jane ran around the perimeter of a rectangular park at a constant rate of 10 feet per second. The park has an area of 67,500 square feet, and its length is exactly three times its width. For how many seconds did Jane run?","Jane ran around the perimeter of a rectangular park at a constant rate of 10 feet per second. The park has an area of 67,500 square feet, and its length is exactly three times its width. For how many seconds did Jane run?",F. 60 | G. 120 | H. 240 | J. 360 | K. 480,,,,,,60,120,240,360,480,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,14,Danielle’s phone plan charges her $30 per month for the first 200 minutes and then $0.10 per minute for each subsequent minute. Which of the following functions takes an input of any whole number value of x ≥ 200 and outputs the value for f ( x ) as the amount of dollars Danielle would pay for x minutes of phone usage?,Danielle’s phone plan charges her $30 per month for the first 200 minutes and then $0.10 per minute for each subsequent minute. Which of the following functions takes an input of any whole number value of x ≥ 200 and outputs the value for f ( x ) as the amount of dollars Danielle would pay for x minutes of phone usage?,A. f ( x ) = 0.1 x + 10 | B. f ( x ) = 0.1 x + 20 | C. f ( x ) = 0.1 x + 30 | D. f ( x ) = 0.1 x + 200 | E. f ( x ) = 0.1 x + 230,f ( x ) = 0.1 x + 10,f ( x ) = 0.1 x + 20,f ( x ) = 0.1 x + 30,f ( x ) = 0.1 x + 200,f ( x ) = 0.1 x + 230,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 6,6,15,"Danielle’s phone plan charges her $30 per month for the first 200 minutes and then $0.10 per minute for each subsequent minute. If Danielle paid exactly $100 last month, how many minutes did she use?","Danielle’s phone plan charges her $30 per month for the first 200 minutes and then $0.10 per minute for each subsequent minute. If Danielle paid exactly $100 last month, how many minutes did she use?","F. 700 | G. 800 | H. 900 | J. 1,000 | K. 1,200",,,,,,700,800,900,"1,000","1,200",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test106.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,1,What is the area of Δ RST in the following figure?,What is the area of Δ RST in the following figure?,A. 84 | B. 91 | C. 96 | D. 105 | E. 120,84,91,96,105,120,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,2,Antoine bought a new electric guitar that cost $588.60 after 9% sales tax was added. What was the price of the guitar without tax?,Antoine bought a new electric guitar that cost $588.60 after 9% sales tax was added. What was the price of the guitar without tax?,F. $536 | G. $540 | H. $542 | J. $545 | K. $548,,,,,,$536,$540,$542,$545,$548,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,3,Which of the following points on the xy- graph is the x- intercept of the equation y = 2 x – 8?,Which of the following points on the xy- graph is the x- intercept of the equation y = 2 x – 8?,"A. (0, 4) | B. (0, ) | C. (4, 0) | D. (–4, 0) | E. ( , 0)","(0, 4)","(0, )","(4, 0)","(–4, 0)","( , 0)",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,4,What is the determinant of the matrix ?,What is the determinant of the matrix ?,F. 0 | G. 12 | H. |0| | J. |6| | K. |12|,,,,,,0,12,|0|,|6|,|12|,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,5,"In the following figure, what is the length of ?","In the following figure, what is the length of ?",A. 24 | B. 25 | C. 26 | D. 27 | E. 28,24,25,26,27,28,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,6,If,If,J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,7,"A 25-foot ladder stands against a vertical wall at an angle of n degrees with the ground. If , how far is the base of the ladder from the wall?","A 25-foot ladder stands against a vertical wall at an angle of n degrees with the ground. If , how far is the base of the ladder from the wall?",A. 12 | B. 13 | C. 14 | D. 15 | E. 16,12,13,14,15,16,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,8,"In the following figure, if the dimensions of the trapezoid are as shown and the area of the trapezoid is 144, what is the value of x ?","In the following figure, if the dimensions of the trapezoid are as shown and the area of the trapezoid is 144, what is the value of x ?",F. 2 | G. 3 | H. 4 | J. 6 | K. 8,,,,,,2,3,4,6,8,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,9,"Ansgar is writing a novel. He writes seven days a week. On each of those days he writes for at least 4 hours but never more than 8 hours. Last week, he wrote for exactly 46 hours. What is the maximum number of days on which he could have written for 8 hours?","Ansgar is writing a novel. He writes seven days a week. On each of those days he writes for at least 4 hours but never more than 8 hours. Last week, he wrote for exactly 46 hours. What is the maximum number of days on which he could have written for 8 hours?",A. 2 days | B. 3 days | C. 4 days | D. 5 days | E. 6 days,2 days,3 days,4 days,5 days,6 days,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,10,Which of the following is a possible value of x if 5 x 2 – 10 x + 4 = 0?,Which of the following is a possible value of x if 5 x 2 – 10 x + 4 = 0?,J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,11,"If you multiply a number by 3 and then add 40, the result is the same as if you first add 17 and then multiply by 2. What is the result if you subtract 9 from the number and then multiply by 4?","If you multiply a number by 3 and then add 40, the result is the same as if you first add 17 and then multiply by 2. What is the result if you subtract 9 from the number and then multiply by 4?",A. –60 | B. –72 | C. –84 | D. –108 | E. –124,–60,–72,–84,–108,–124,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,12,"If 7 x + 4 y = 18 and 3 x + y = –3, what is the value of x + y ?","If 7 x + 4 y = 18 and 3 x + y = –3, what is the value of x + y ?",F. 9 | G. 11 | H. 12 | J. 14 | K. 15,,,,,,9,11,12,14,15,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,13,"In the following figure, the area of the shaded region is 20% of the area of the whole circle centered at P. The angle shown measures d degrees. What is its measurement in radians?","In the following figure, the area of the shaded region is 20% of the area of the whole circle centered at P. The angle shown measures d degrees. What is its measurement in radians?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,14,"In the following figure, the area of the large square is 81. What is the area of the shaded square?","In the following figure, the area of the large square is 81. What is the area of the shaded square?",F. 45 | J. K.,,,,,,45,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 7,7,15,"Let f ( x ) = x 2 + 10 x + 2. If g ( x ) is a transformation that moves f ( x ) both one unit up and one unit to the right, then g ( x ) =","Let f ( x ) = x 2 + 10 x + 2. If g ( x ) is a transformation that moves f ( x ) both one unit up and one unit to the right, then g ( x ) =",A. x 2 + 8 x – 6 | B. x 2 + 9 x + 3 | C. x 2 + 10 x – 6 | D. x 2 + 11 x + 3 | E. x 2 + 12 x + 6,x 2 + 8 x – 6,x 2 + 9 x + 3,x 2 + 10 x – 6,x 2 + 11 x + 3,x 2 + 12 x + 6,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test107.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,1,"If , what is the value of a ?","If , what is the value of a ?",F. 0.01 | G. 0.1 | H. 1 | J. 10 | K. 100,,,,,,0.01,0.1,1,10,100,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,2,A password for a computer system requires exactly 6 characters. Each character can be either one of the 26 letters from A to Z or one of the ten digits from 0 to 9. The first character must be a letter and the last character must be a digit. How many different possible passwords are there?,A password for a computer system requires exactly 6 characters. Each character can be either one of the 26 letters from A to Z or one of the ten digits from 0 to 9. The first character must be a letter and the last character must be a digit. How many different possible passwords are there?,A. less than 10 7 | B. between 10 7 and 10 8 | C. between 10 8 and 10 9 | D. between 10 9 and 10 10 | E. more than 10 10,less than 10 7,between 10 7 and 10 8,between 10 8 and 10 9,between 10 9 and 10 10,more than 10 10,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,3,"On the xy- plane, what is the area of a circle with this equation: ( x + 3) 2 + ( y – 4) 2 = 49?","On the xy- plane, what is the area of a circle with this equation: ( x + 3) 2 + ( y – 4) 2 = 49?",F. 5 π | G. 7 π | H. 25 π | J. 49 π | K. 125 π,,,,,,5 π,7 π,25 π,49 π,125 π,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,4,Which of the following is equal to sin x sec x ?,Which of the following is equal to sin x sec x ?,A. tan x | B. cot x | C. cos x tan x | D. cos x csc x | E. cot x csc x,tan x,cot x,cos x tan x,cos x csc x,cot x csc x,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
